ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc,time
6540,50.2068,12.4511,-9.883,318123.3584871305,5564733.454491713,-9883.0,2008,10,7,19,45,0,0.54,0,255.28,58.82,-161.43,155.41,74.19,-32.55,158.64,33.97,61.83,9.99,1,,,2008-10-07 19:45:00
6548,50.2067,12.4511,-9.862,318122.9782412071,5564722.337618473,-9862.0,2008,10,7,19,48,0,0.89,0,165.97,84.42,-34.1,259.73,56.08,-173.27,152.68,27.6,52.3,19.01,1,,,2008-10-07 19:48:00
6550,50.206,12.4525,-9.826,318220.20327313815,5564641.103921463,-9826.0,2008,10,7,19,49,0,0.89,0,252.91,63.27,-162.67,154.92,74.57,-27.82,158.6,30.41,64.19,7.47,1,,,2008-10-07 19:49:00
6558,50.2063,12.4513,-9.903,318135.7267062664,5564677.382071759,-9903.0,2008,10,7,19,54,0,0.69,0,348.02,86.98,29.06,256.34,60.99,176.54,151.5,17.8,233.91,-22.35,1,,,2008-10-07 19:54:00
20080079,50.2056,12.4525,-9.769,318218.683146858,5564596.636425645,-9769.0,2008,10,7,19,54,0,0.61,0,150.67,84.44,-20.72,242.77,69.38,-174.06,165.11,18.51,251.58,-10.4,1,,,2008-10-07 19:54:00
6559,50.2055,12.4522,-9.941,318196.89859009755,5564586.251308145,-9941.0,2008,10,7,19,55,0,0.73,0,249.93,57.8,-159.8,148.84,73.01,-33.86,164.86,35.69,67.74,9.8,1,,,2008-10-07 19:55:00
20080081,50.206,12.4511,-9.939,318120.3165353696,5564644.519510126,-9939.0,2008,10,7,19,57,0,0.51,0,257.66,59.89,-163.21,159.05,75.53,-31.21,155.39,32.1,238.87,-10.26,1,,,2008-10-07 19:57:00
6563,50.2064,12.451,-9.902,318114.7028002819,5564689.231041554,-9902.0,2008,10,7,19,59,0,0.63,0,167.19,87.5,-33.01,258.82,57.03,-177.02,152.12,24.56,52.16,20.73,1,,,2008-10-07 19:59:00
20080083,50.2066,12.4516,-9.832,318158.2713805363,5564710.000681346,-9832.0,2008,10,7,20,1,0,0.81,0,154.96,76.38,-29.31,252.49,61.59,-164.47,159.53,30.19,63.77,9.78,1,,,2008-10-07 20:01:00
20080084,50.2072,12.4513,-9.847,318139.1486507924,5564777.433933719,-9847.0,2008,10,7,20,5,0,0.82,0,252.19,57.62,-163.44,153.14,76.07,-33.49,161.99,33.29,63.94,12.03,1,,,2008-10-07 20:05:00
6580,50.2055,12.4525,-9.804,318218.30311668245,5564585.519552077,-9804.0,2008,10,7,20,8,0,0.62,0,151.75,77.59,-36.0,250.62,54.97,-164.79,164.68,33.91,244.51,-14.71,1,,,2008-10-07 20:08:00
20080086,50.2074,12.4517,-9.709,318168.44731956336,5564798.691693777,-9709.0,2008,10,7,20,9,0,0.91,0,152.38,72.13,-36.63,255.23,55.4,-158.11,161.39,38.21,242.89,-10.64,1,,,2008-10-07 20:09:00
20080087,50.2075,12.4513,-9.874,318140.28930901247,5564810.7845571535,-9874.0,2008,10,7,20,9,0,1.2,0,257.45,63.51,-166.02,161.12,77.51,-27.19,153.5,27.92,58.49,9.35,1,,,2008-10-07 20:09:00
6582,50.2073,12.4516,-9.697,318160.9325871754,5564787.818801642,-9697.0,2008,10,7,20,10,0,0.73,0,249.78,58.85,-159.39,148.76,72.46,-32.86,164.47,35.37,248.18,-8.79,1,,,2008-10-07 20:10:00
